id,preferred_term,candidate_term,status,issue,affected_object_ids,source_ids,next_action
TERM-139,"integral tread nosing, applied nosing assembly or tactile indicator according to object","nosing, stair strip, contrast strip or tactile strip",accepted_pending_review,"The nosing can be the formed tread edge, a separately fixed carrier and insert, or a visual strip. Tactile ground-surface indicators are a different accessibility object and must not be generated from the word nosing.",AU-SA-STAIR-NOSING|AU-SA-SLIP-RESISTANT-NOSING-STRIP|AU-SA-NOSING-CARRIER-PROFILE|AU-SA-NOSING-SLIP-INSERT,SRC-ABCB-HP-STAIR-RAMP|SRC-LATHAM-STAIR-NOSINGS|SRC-SA-AS-1428-1-2021,"Ask whether the edge is integral or applied and keep slip, luminance-contrast and tactile functions as separately evidenced roles."
TERM-140,fall-prevention barrier,"barrier, balustrade, baluster, guard, guardrail or railing",accepted_pending_review,"NCC language uses barrier for the complete fall-protection construction. Balustrade is common industry language, baluster is only one vertical member, and guardrail may also mean temporary site safety or road hardware.",AU-SA-FALL-PREVENTION-BARRIER-SYSTEM|AU-SA-VERTICAL-BALUSTER-BARRIER-ASSEMBLY|AU-SA-BARRIER-BALUSTER,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-ABCB-STAIRS-BARRIERS-FAQ|SRC-WOODSOLUTIONS-STAIRS-BALUSTRADES,Use barrier for the complete installed system and retain balustrade as a recognised industry alias; never map baluster to the whole assembly.
TERM-141,"graspable handrail, barrier top rail or grabrail according to function","handrail, railing, top rail or grab rail",accepted_pending_review,A handrail is intended to be grasped for support while moving. A barrier top rail ties or caps the barrier and may not be graspable; a grabrail is normally a local accessibility or sanitary fitting.,AU-SA-HANDRAIL-SYSTEM|AU-SA-GRASPABLE-HANDRAIL-MEMBER|AU-SA-BARRIER-TOP-RAIL|AU-SA-BARRIER-TOP-HANDRAIL-ASSEMBLY,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-SA-AS-1428-1-2021|SRC-WOODSOLUTIONS-STAIRS-BALUSTRADES,"Assign each rail its supported function, grasp profile, height datum, continuity, end treatment and structural connection; allow one designed rail to carry both evidenced roles."
TERM-142,"barrier post, newel, baluster or picket according to role and size","post, newel, baluster, spindle, upright or picket",accepted_pending_review,"Posts and newels are primary supports, while balusters and pickets are generally repeated infill members. A newel is associated with stair ends, landings or direction changes, not every vertical member.",AU-SA-BARRIER-POST|AU-SA-STAIR-NEWEL-POST|AU-SA-BARRIER-BALUSTER|AU-SA-BARRIER-PICKET,SRC-WOODSOLUTIONS-STAIRS-BALUSTRADES|SRC-ABCB-HP-BARRIERS-HANDRAILS,"Classify vertical members by support role, location, spacing and connected rails or panels rather than appearance alone."
TERM-143,"solid barrier wall, framed infill panel, mesh or individual infill members according to construction","solid balustrade, panel, screen, wall or infill",accepted_pending_review,"A structural wall or parapet can itself form a barrier, while a panel or mesh is normally supported infill within a separate frame. They need different quantities, connections, drainage and evidence.",AU-SA-SOLID-WALL-BARRIER-ASSEMBLY|AU-SA-PANEL-INFILL-BARRIER-ASSEMBLY|AU-SA-BARRIER-INFILL-PANEL|AU-SA-WOVEN-WELDED-MESH-INFILL,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-ABCB-STAIRS-BARRIERS-FAQ,"Record whether the edge protection is a self-supporting wall or a framed infill system, then model its actual supports, joints and openings."
TERM-144,"physical barrier objects with fall height, barrier height and opening limits as separate constraints","one-metre barrier, 125 gap or four-metre rule",accepted_pending_review,"These numbers describe measurements and rule triggers, not objects. Fall height is measured at the hazard, barrier height from a specified datum, and opening limits apply to particular zones and configurations.",AU-SA-TRAFFICABLE-EDGE-BARRIER-ASSEMBLY|AU-SA-STAIR-BARRIER-ASSEMBLY|AU-SA-OPEN-RISER-OPENING,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-ABCB-HP-STAIR-RAMP,"Draw barrier and openings explicitly, derive each datum from the relevant surface or nosing line, and evaluate the current rule set without naming geometry after a threshold value."
TERM-145,climbable-zone condition derived from barrier geometry,non-climbable barrier or climb-proof balustrade,accepted_pending_review,"Climbability is not a material or a hidden component. It depends on the arrangement of rails, wires, projections, openings and nearby footholds within the applicable hazard zone.",AU-SA-POST-AND-RAIL-BARRIER-ASSEMBLY|AU-SA-WIRE-BARRIER-ASSEMBLY|AU-SA-PERFORATED-MESH-BARRIER-ASSEMBLY,SRC-ABCB-HP-BARRIERS-HANDRAILS,Preserve exact infill and rail geometry and calculate climbable features as a review result tied to the governing fall condition.
TERM-146,top-mounted or side-mounted barrier connection,"face fix, fascia fix, side fix, deck mount or base mount",accepted_pending_review,"These phrases overlap but refer to different host faces, edge distances, waterproofing penetrations and load paths. Fascia mount should not imply that a thin decorative fascia board is adequate structure.",AU-SA-BARRIER-FASCIA-MOUNT-BRACKET|AU-SA-BARRIER-POST-BASE-PLATE|AU-SA-BARRIER-POST-ANCHOR,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-WOODSOLUTIONS-STAIRS-BALUSTRADES,"Store the actual mounting face, backing structure, bracket or base plate, anchors, packers, edge distances and waterproofing interface."
TERM-147,stainless-steel wire rope in a tensioned barrier system,"wire, cable, balustrade cable or stainless rope",accepted_pending_review,"Cable may be mistaken for electrical or post-tensioning cable, and wire can mean a single strand. Barrier wire rope is a stranded structural infill component with a particular diameter, construction and termination system.",AU-SA-WIRE-BARRIER-ASSEMBLY|AU-SA-BARRIER-WIRE-ROPE|AU-SA-WIRE-BARRIER-SUPPORT-RAIL,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-ANZOR-WIRE-BALUSTRADE,"Record rope construction, diameter, grade, run direction, span, supports, terminal fittings, initial tension and inspection access."
TERM-148,"wire tension as a state; tensioner, terminal and crimp as physical fittings","tension, tension fitting, swage, crimp or turnbuckle",accepted_pending_review,"Tension is a force state, not hardware. A turnbuckle adjusts length, a swaged terminal is permanently formed onto rope, a swageless terminal grips mechanically, and a ferrule crimp forms a loop termination.",AU-SA-WIRE-TURNBUCKLE-TENSIONER|AU-SA-WIRE-SWAGE-STUD|AU-SA-WIRE-SWAGELESS-TERMINAL|AU-SA-WIRE-CRIMP-FERRULE,SRC-ANZOR-WIRE-BALUSTRADE|SRC-ABCB-HP-BARRIERS-HANDRAILS,"Draw every fitting at each rope end and change of direction, then store installed tension, adjustment range, lock-off and inspection state separately."
TERM-149,"glass barrier with its actual spigots, channel, standoffs or clamps",frameless glass balustrade,accepted_pending_review,"Frameless means the glass has little or no surrounding frame; it does not mean unsupported. Bases, anchors, holes, gaskets, clamps, joints and sometimes cap rails remain essential physical objects.",AU-SA-GLASS-BARRIER-ASSEMBLY|AU-SA-GLASS-BARRIER-SPIGOT|AU-SA-GLASS-BARRIER-BASE-CHANNEL|AU-SA-GLASS-STANDOFF-BUTTON,SRC-AGWA-BARRIER-GLAZING|SRC-AXIOM-GLASS-BALUSTRADE|SRC-SA-AS-1288-2021,Require the support family and draw all glass-support and host-connection geometry even when the selected appearance is frameless.
TERM-150,structural glass barrier panel or framed infill glass panel according to load path,"balustrade glass, structural glass or glass infill",accepted_pending_review,Glass directly spanning or cantilevering to resist barrier actions has a different role from glass infill supported on several edges within a post-and-rail frame. The required make-up and residual-risk strategy can differ.,AU-SA-STRUCTURAL-GLASS-BARRIER-PANEL|AU-SA-INFILL-GLASS-BARRIER-PANEL|AU-SA-GLASS-BARRIER-ASSEMBLY,SRC-SA-AS-1288-2021|SRC-AGWA-BARRIER-GLAZING,"Classify the panel from its support and load path, then store glass make-up, heat treatment, interlayer, holes, edges, supports and evidence."
TERM-151,"spigot, glazing channel, clamp or standoff according to support geometry","glass fixing, bracket or frameless fitting",accepted_pending_review,"These fittings support glass in different ways: bottom-edge point supports, continuous base restraint, local edge clamping or through-bolted stand-off restraint. They are not interchangeable symbols.",AU-SA-GLASS-BARRIER-SPIGOT|AU-SA-GLASS-BARRIER-BASE-CHANNEL|AU-SA-GLASS-PANEL-CLAMP|AU-SA-GLASS-STANDOFF-BUTTON,SRC-AXIOM-GLASS-BALUSTRADE|SRC-AGWA-BARRIER-GLAZING,"Choose the physical support family and preserve contact pads, holes, edge distances, anchors, adjustment and drainage."
TERM-152,glass-edge cap rail or offset glass-mounted handrail according to function and position,"top rail, cap rail or handrail on glass",accepted_pending_review,A cap rail sits over and may connect glass top edges; an offset handrail is grasped and supported by brackets through or against the glass. One does not automatically satisfy the other role.,AU-SA-GLASS-BARRIER-TOP-CAP-RAIL|AU-SA-GLASS-MOUNTED-HANDRAIL|AU-SA-GLASS-HANDRAIL-BRACKET,SRC-AGWA-BARRIER-GLAZING|SRC-AXIOM-GLASS-BALUSTRADE|SRC-ABCB-HP-BARRIERS-HANDRAILS,"Record glass-edge restraint and graspable-support functions separately and draw the rail, bracket, holes, gaskets and end details actually selected."
TERM-153,"window opening restrictor, protective screen or supplementary barrier according to mechanism","window guard, child-safe window, safety screen or rail",accepted_pending_review,"A restrictor limits sash opening, a screen resists a person falling through the opening, and a rail forms a barrier in front. Insect screens and security screens are not automatically fall-protection systems.",AU-SA-WINDOW-BARRIER-RAIL-ASSEMBLY,SRC-ABCB-HP-BARRIERS-HANDRAILS|SRC-SA-AS-1288-2021,"Keep the opening-control, screen and barrier options distinct; link each to the actual sash, opening, host frame, fasteners and tested capacity."
TERM-154,building fall-prevention barrier or swimming-pool barrier according to hazard and governing path,"safety fence, balustrade, pool fence or barrier",research_required,"A barrier at a deck edge and a swimming-pool barrier can look alike but respond to different hazards, access controls and referenced provisions. A compliant result for one role cannot be assumed for the other.",AU-SA-FALL-PREVENTION-BARRIER-SYSTEM|AU-SA-BARRIER-GATE-ASSEMBLY,SRC-ABCB-HP-BARRIERS-HANDRAILS,"Keep pool barriers outside this slice and add their current NCC, state or territory and AS 1926 evidence in a dedicated specialist family."
TERM-155,building-serving stair or unrelated landscape steps according to route function,"garden stairs, landscaping steps, entry steps or external stairs",accepted_pending_review,"Housing Provisions stair rules apply to stairs serving the building in their stated scope, while unrelated landscaping can follow another approval and design path. Location outdoors alone does not decide the issue.",AU-SA-EXTERNAL-STAIR-ASSEMBLY|AU-SA-STAIRWAY-ASSEMBLY|AU-SA-PEDESTRIAN-CIRCULATION-SURFACE-ASSEMBLY,SRC-ABCB-STAIRS-BARRIERS-FAQ|SRC-ABCB-HP-STAIR-RAMP,"Record the route served, connected building entrances and approval context before assigning the Housing Provisions stair compliance path."
TERM-156,ordinary housing ramp or accessible ramp according to the selected compliance path,"accessible ramp, wheelchair ramp, access ramp or pedestrian ramp",research_required,"A ramp under the general Housing Provisions is not automatically an accessible path designed to AS 1428.1. Accessibility brings additional geometry, handrail, kerb, landing and circulation requirements.",AU-SA-RAMP-ASSEMBLY|AU-SA-RAMP-EDGE-UPSTAND|AU-SA-HANDRAIL-SYSTEM|AU-SA-LANDING-ASSEMBLY,SRC-ABCB-HP-STAIR-RAMP|SRC-SA-AS-1428-1-2021,Store the governing path explicitly and add AS 1428.1 accessibility objects and constraints in a later licensed-standard review rather than silently applying them to every housing ramp.
TERM-157,livable housing,liveable housing,accepted_pending_review,"Australian general usage often includes the extra e, but the NCC H8 title and ABCB Standard use livable. Search and user interfaces should recognise both spellings without producing two object families.",AU-LH-LIVABLE-HOUSING-PHYSICAL-SYSTEM,SRC-ABCB-V2-H8-LIVABLE|SRC-ABCB-LIVABLE-HOUSING-STANDARD,Use livable in canonical names and preserve liveable as a spelling alias for search and imported data.
TERM-158,"NCC livable-housing feature, accessible design or adaptable design according to governing scope","livable, accessible, universal, adaptable or disability compliant",accepted_pending_review,These ideas overlap but are not equivalent compliance labels. H8 is a minimum housing pathway and the ABCB Standard expressly does not claim equivalence with AS 1428.1 or specialist accommodation requirements.,AU-LH-LIVABLE-HOUSING-PHYSICAL-SYSTEM,SRC-ABCB-LIVABLE-HOUSING-STANDARD|SRC-ABCB-LIVABLE-HOUSING-HANDBOOK|SRC-SA-AS-1428-1-2021,Store the nominated compliance pathway and never infer AS 1428.1 accessibility from an H8 object label alone.
TERM-159,step-free crossing with measured level difference and threshold profile,"level, flush, flat, zero step or no threshold",accepted_pending_review,"Step-free describes the usable crossing, while level and flush may describe only particular surfaces. A small bevel, drainage fall or permitted weathering profile can remain without the entrance being literally flat or having no physical sill.",AU-LH-STEP-FREE-ENTRANCE-ASSEMBLY|AU-LH-LIVABLE-ENTRANCE-THRESHOLD-ASSEMBLY|AU-LH-LEVEL-ENTRANCE-THRESHOLD,SRC-ABCB-LIVABLE-HOUSING-STANDARD|SRC-ABCB-LIVABLE-HOUSING-HANDBOOK,"Draw every finished surface and sill profile, then calculate the crossing condition from their actual levels and geometry."
TERM-160,H8 dwelling access path or AS 1428.1 continuous accessible path according to compliance path,"accessible path, step-free path, wheelchair path or continuous path of travel",accepted_pending_review,"An H8 route and a continuous accessible path can share physical paving and ramps but do not automatically share every width, gradient, landing, handrail, kerb or tactile requirement.",AU-LH-STEP-FREE-DWELLING-ACCESS-ASSEMBLY|AU-LH-STEP-FREE-PEDESTRIAN-PATH-ASSEMBLY,SRC-ABCB-LIVABLE-HOUSING-STANDARD|SRC-SA-AS-1428-1-2021,Keep the physical route reusable but attach each regulatory constraint set only when its governing path is selected.
TERM-161,"path, ramp or step ramp according to physical form and gradient","sloping path, access ramp, step ramp or walkway",accepted_pending_review,"These surfaces may join one route but have different geometry, allowable extents and supporting details. Calling every sloping surface a ramp loses the boundary between ordinary path fall and a distinct ramp segment.",AU-LH-STEP-FREE-PEDESTRIAN-PATH-ASSEMBLY|AU-LH-STEP-RAMP-ASSEMBLY|AU-SA-RAMP-ASSEMBLY,SRC-ABCB-LIVABLE-HOUSING-STANDARD|SRC-ABCB-LIVABLE-HOUSING-HANDBOOK|SRC-ABCB-HP-STAIR-RAMP,"Segment the route where gradient or construction changes and store each segment's physical surface, support, fall and regulatory role."
